timestamp_utc,open,high,low,close,tick_volume,spread,real_volume
2026-06-19T10:12:00Z,4156.18,4156.73,4154.86,4155.82,247,19,0
2026-06-19T10:13:00Z,4155.87,4155.96,4153.84,4153.9,198,19,0
2026-06-19T10:14:00Z,4153.99,4157.24,4153.99,4157.08,242,19,0
2026-06-19T10:15:00Z,4157.08,4158.43,4154.37,4158.43,357,19,0
2026-06-19T10:16:00Z,4158.43,4160.01,4156.24,4156.4,297,24,0
2026-06-19T10:17:00Z,4156.4,4156.51,4155.48,4155.57,233,19,0
2026-06-19T10:18:00Z,4155.56,4156.93,4155.42,4155.95,261,19,0
2026-06-19T10:19:00Z,4155.91,4156.21,4154.86,4155.43,246,19,0
2026-06-19T10:20:00Z,4155.43,4157.1,4155.17,4156.58,254,19,0
2026-06-19T10:21:00Z,4156.56,4156.74,4154.89,4155.94,330,19,0
2026-06-19T10:22:00Z,4155.92,4157.74,4155.23,4155.65,300,24,0
2026-06-19T10:23:00Z,4155.74,4155.96,4154.46,4155.94,244,22,0
2026-06-19T10:24:00Z,4155.93,4156.44,4155.14,4155.95,216,19,0
2026-06-19T10:25:00Z,4155.95,4155.95,4152.86,4153.02,213,19,0
2026-06-19T10:26:00Z,4153.02,4153.67,4152.13,4152.6,279,19,0
2026-06-19T10:27:00Z,4152.73,4154.31,4152.73,4152.84,225,19,0
2026-06-19T10:28:00Z,4152.83,4153.43,4152.2,4152.74,229,21,0
2026-06-19T10:29:00Z,4152.76,4153.41,4152.15,4152.47,258,20,0
2026-06-19T10:30:00Z,4152.49,4153.76,4151.95,4153.68,294,22,0
2026-06-19T10:31:00Z,4153.54,4154.61,4152.78,4153.28,282,24,0
2026-06-19T10:32:00Z,4153.3,4153.49,4152.19,4152.6,192,21,0
2026-06-19T10:33:00Z,4152.63,4153.33,4152.47,4153.0,199,19,0
2026-06-19T10:34:00Z,4152.94,4153.74,4152.61,4153.47,237,19,0
2026-06-19T10:35:00Z,4153.47,4153.48,4151.13,4151.34,269,22,0
2026-06-19T10:36:00Z,4151.32,4153.22,4151.32,4153.22,216,24,0
2026-06-19T10:37:00Z,4153.23,4157.39,4153.21,4156.79,344,24,0
2026-06-19T10:38:00Z,4156.8,4157.44,4156.38,4157.37,225,24,0
2026-06-19T10:39:00Z,4157.38,4157.4,4155.66,4157.22,206,22,0
2026-06-19T10:40:00Z,4157.2,4157.35,4154.55,4155.7,247,24,0
2026-06-19T10:41:00Z,4155.69,4156.23,4155.29,4155.48,196,19,0
2026-06-19T10:42:00Z,4155.48,4155.83,4153.62,4155.66,273,19,0
2026-06-19T10:43:00Z,4155.67,4156.71,4155.37,4156.26,290,24,0
2026-06-19T10:44:00Z,4156.28,4156.37,4153.61,4154.03,225,24,0
2026-06-19T10:45:00Z,4154.52,4155.11,4153.5,4153.56,231,19,0
2026-06-19T10:46:00Z,4153.56,4154.05,4153.32,4153.97,179,19,0
2026-06-19T10:47:00Z,4153.97,4154.24,4153.55,4153.78,187,19,0
2026-06-19T10:48:00Z,4153.77,4153.77,4152.13,4152.2,203,19,0
2026-06-19T10:49:00Z,4152.2,4153.2,4151.91,4152.62,225,22,0
2026-06-19T10:50:00Z,4152.64,4152.99,4151.58,4152.98,256,19,0
2026-06-19T10:51:00Z,4152.99,4156.01,4152.74,4155.37,274,23,0
2026-06-19T10:52:00Z,4155.36,4156.85,4154.27,4154.61,258,24,0
2026-06-19T10:53:00Z,4154.58,4155.48,4154.09,4154.59,190,24,0
2026-06-19T10:54:00Z,4154.57,4155.65,4154.02,4155.14,177,22,0
2026-06-19T10:55:00Z,4155.12,4155.8,4154.71,4155.13,232,24,0
2026-06-19T10:56:00Z,4155.21,4156.44,4154.29,4156.19,234,24,0
2026-06-19T10:57:00Z,4156.18,4163.14,4156.14,4161.37,401,24,0
2026-06-19T10:58:00Z,4161.37,4161.37,4158.84,4159.15,262,24,0
2026-06-19T10:59:00Z,4159.57,4159.74,4157.63,4158.01,255,24,0
2026-06-19T11:00:00Z,4158.05,4159.3,4157.24,4158.72,361,24,0
2026-06-19T11:01:00Z,4158.76,4159.63,4157.62,4158.94,250,24,0
2026-06-19T11:02:00Z,4158.95,4159.12,4155.25,4155.88,317,24,0
2026-06-19T11:03:00Z,4155.87,4157.07,4155.63,4156.55,260,24,0
2026-06-19T11:04:00Z,4156.54,4160.86,4156.54,4159.78,358,24,0
2026-06-19T11:05:00Z,4159.77,4160.05,4157.73,4158.73,289,24,0
2026-06-19T11:06:00Z,4158.7,4160.19,4158.7,4159.45,288,24,0
2026-06-19T11:07:00Z,4158.97,4160.75,4158.36,4160.39,325,24,0
2026-06-19T11:08:00Z,4160.38,4161.92,4160.04,4160.9,274,24,0
2026-06-19T11:09:00Z,4160.9,4164.28,4160.6,4164.15,362,22,0
2026-06-19T11:10:00Z,4164.12,4166.77,4164.06,4166.57,467,24,0
2026-06-19T11:11:00Z,4166.54,4167.21,4164.68,4165.99,352,24,0
2026-06-19T11:12:00Z,4166.0,4167.08,4164.52,4166.67,264,24,0
2026-06-19T11:13:00Z,4166.65,4167.21,4165.16,4165.33,261,24,0
2026-06-19T11:14:00Z,4165.31,4166.63,4164.82,4165.74,233,23,0
2026-06-19T11:15:00Z,4165.65,4168.31,4165.33,4167.23,314,20,0
2026-06-19T11:16:00Z,4167.2,4168.3,4166.5,4168.3,286,24,0
2026-06-19T11:17:00Z,4168.5,4168.51,4166.5,4167.44,355,23,0
2026-06-19T11:18:00Z,4167.45,4167.46,4165.89,4166.72,286,21,0
2026-06-19T11:19:00Z,4166.65,4171.02,4166.65,4170.18,348,22,0
2026-06-19T11:20:00Z,4170.13,4170.82,4169.29,4169.45,299,24,0
2026-06-19T11:21:00Z,4169.46,4171.42,4168.09,4170.86,241,23,0
2026-06-19T11:22:00Z,4170.87,4172.67,4170.73,4172.11,303,24,0
2026-06-19T11:23:00Z,4172.13,4175.76,4172.13,4175.5,405,24,0
2026-06-19T11:24:00Z,4175.37,4177.03,4174.08,4175.3,334,24,0
2026-06-19T11:25:00Z,4175.3,4177.5,4175.26,4177.5,305,23,0
2026-06-19T11:26:00Z,4177.51,4177.75,4175.04,4175.06,244,22,0
2026-06-19T11:27:00Z,4175.05,4175.28,4174.1,4174.13,237,19,0
2026-06-19T11:28:00Z,4174.14,4175.12,4173.86,4174.83,247,19,0
2026-06-19T11:29:00Z,4174.82,4176.96,4174.77,4175.93,355,19,0
2026-06-19T11:30:00Z,4176.41,4178.53,4175.13,4178.17,366,24,0
2026-06-19T11:31:00Z,4178.13,4178.4,4177.22,4177.81,277,24,0
2026-06-19T11:32:00Z,4177.81,4178.08,4174.29,4174.32,310,24,0
2026-06-19T11:33:00Z,4174.32,4174.51,4173.94,4174.41,225,20,0
2026-06-19T11:34:00Z,4174.42,4175.57,4174.42,4175.26,279,19,0
2026-06-19T11:35:00Z,4175.31,4175.64,4174.48,4174.77,240,19,0
2026-06-19T11:36:00Z,4174.78,4174.98,4173.91,4174.11,197,19,0
2026-06-19T11:37:00Z,4174.12,4174.61,4171.66,4171.83,194,19,0
2026-06-19T11:38:00Z,4171.83,4172.04,4169.02,4169.02,301,19,0
2026-06-19T11:39:00Z,4169.01,4170.13,4168.74,4168.98,195,22,0
2026-06-19T11:40:00Z,4168.98,4169.56,4167.36,4167.61,209,21,0
2026-06-19T11:41:00Z,4167.62,4169.46,4166.79,4169.22,293,21,0
2026-06-19T11:42:00Z,4169.21,4170.77,4169.2,4169.9,219,23,0
2026-06-19T11:43:00Z,4169.91,4172.04,4169.39,4170.5,259,23,0
2026-06-19T11:44:00Z,4170.5,4170.5,4168.89,4169.0,197,23,0
2026-06-19T11:45:00Z,4168.99,4169.54,4167.83,4168.63,219,23,0
2026-06-19T11:46:00Z,4168.63,4168.91,4167.16,4167.23,175,23,0
2026-06-19T11:47:00Z,4167.24,4167.93,4166.43,4167.78,232,23,0
2026-06-19T11:48:00Z,4167.78,4169.14,4167.68,4167.98,195,22,0
2026-06-19T11:49:00Z,4167.99,4168.84,4166.95,4168.0,281,23,0
2026-06-19T11:50:00Z,4168.02,4168.36,4165.89,4165.89,249,24,0
2026-06-19T11:51:00Z,4165.88,4166.62,4164.59,4165.44,271,24,0
2026-06-19T11:52:00Z,4165.45,4167.01,4165.06,4166.8,194,23,0
2026-06-19T11:53:00Z,4166.8,4167.29,4165.2,4165.39,191,24,0
2026-06-19T11:54:00Z,4165.35,4165.91,4165.22,4165.59,147,23,0
2026-06-19T11:55:00Z,4165.59,4166.52,4165.18,4166.11,177,23,0
2026-06-19T11:56:00Z,4166.12,4168.29,4166.06,4167.38,201,24,0
2026-06-19T11:57:00Z,4167.34,4168.17,4166.72,4166.77,207,24,0
2026-06-19T11:58:00Z,4166.67,4166.69,4165.67,4166.52,181,24,0
2026-06-19T11:59:00Z,4166.5,4169.09,4166.25,4169.09,247,24,0
2026-06-19T12:00:00Z,4169.09,4170.9,4168.67,4170.25,338,24,0
2026-06-19T12:01:00Z,4170.22,4170.28,4166.64,4166.88,256,24,0
2026-06-19T12:02:00Z,4166.88,4168.27,4166.76,4167.13,239,24,0
2026-06-19T12:03:00Z,4167.12,4167.93,4165.74,4165.77,248,24,0
2026-06-19T12:04:00Z,4165.77,4166.86,4165.24,4165.52,218,23,0
